ClipID,Boredom,Engagement,Confusion,Frustration 
9877360215.avi,1,3,2,0
9877360217.avi,0,2,0,0
987736022.avi,1,2,1,1
9877360221.avi,1,3,1,0
9877360223.avi,1,3,2,1
9877360225.avi,1,3,0,0
9877360226.avi,1,3,1,0
9877360227.avi,1,3,0,0
9877360228.avi,1,2,1,1
9877360229.avi,1,2,0,0
9877360231.avi,1,3,1,1
9877360232.avi,0,3,0,0
9877360234.avi,1,3,0,0
9877360238.avi,1,3,0,0
9877360239.avi,1,3,1,1
987736024.avi,3,2,1,0
9877360240.avi,1,3,1,1
9877360241.avi,0,3,1,1
9877360242.avi,1,2,1,1
9877360247.avi,1,3,0,0
9877360248.avi,1,3,0,0
987736025.avi,0,3,0,0
9877360250.avi,0,2,1,0
9877360252.avi,1,2,0,0
9877360253.avi,0,3,0,0
9877360254.avi,0,3,0,0
9877360256.avi,3,1,0,0
9877360258.avi,0,2,1,1
9877360259.avi,0,2,0,1
9877360261.avi,1,3,1,0
9877360262.avi,0,3,0,0
9877360264.avi,1,3,0,0
987736027.avi,0,3,0,0
9877360270.avi,1,1,1,0
9877360271.avi,1,2,2,2
9877360273.avi,0,3,0,0
9877360279.avi,1,2,1,2
987736028.avi,0,2,1,1
9877360281.avi,0,3,0,0
987736029.avi,0,3,0,0
998826011.avi,0,3,0,0
9988260112.avi,0,3,0,0
9988260115.avi,0,3,0,0
9988260119.avi,1,2,0,0
