ClipID;Boredom;Engagement;Confusion;Frustration ;;Only Con;Only Frus;>1;>0;;;Bor;onlyEng;onlyBored
2260510147.avi;1;2;1;1;;1;1;0;1;0;;0;0;0
2260510148.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
2260510151.avi;1;3;1;1;;1;1;0;1;1;;0;0;0
2260510152.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2260510155.avi;2;1;0;2;;0;1;1;1;0;;1;0;0
2260510156.avi;1;2;1;0;;1;0;0;1;0;;0;0;0
2260510158.avi;3;2;0;3;;0;1;1;1;0;;0;0;0
2260510159.avi;2;2;0;1;;0;1;0;1;0;;0;0;0
226051016.avi;2;2;1;1;;1;1;0;1;0;;0;0;0
2260510160.avi;3;2;0;0;;0;0;0;0;1;;0;1;0
2260510162.avi;3;2;1;0;;1;0;0;1;0;;0;0;0
2260510163.avi;3;1;0;2;;0;1;1;1;0;;1;0;0
2260510167.avi;2;2;2;1;;1;1;1;1;0;;0;0;0
2260510168.avi;1;3;0;1;;0;1;0;1;1;;0;0;0
226051017.avi;1;2;1;1;;1;1;0;1;0;;0;0;0
2260510172.avi;1;3;0;1;;0;1;0;1;1;;0;0;0
2260510174.avi;1;2;2;0;;1;0;1;1;0;;0;0;0
2260510176.avi;1;2;3;1;;1;1;1;1;0;;0;0;0
2260510177.avi;2;1;0;1;;0;1;0;1;0;;1;0;0
2260510180.avi;2;2;1;0;;1;0;0;1;0;;0;0;0
2260510182.avi;3;2;1;2;;1;1;1;1;0;;0;0;0
2260510183.avi;2;2;1;2;;1;1;1;1;0;;0;0;0
2260510185.avi;0;2;1;2;;1;1;1;1;0;;0;0;0
226051019.avi;2;3;1;0;;1;0;0;1;1;;0;0;0
226051021.avi;1;2;2;0;;1;0;1;1;0;;0;0;0
2260510212.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2260510213.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2260510214.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2260510217.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
226051022.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2260510220.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2260510221.avi;1;2;1;0;;1;0;0;1;0;;0;0;0
2260510222.avi;0;3;1;0;;1;0;0;1;1;;0;0;0
2260510223.avi;0;3;1;0;;1;0;0;1;1;;0;0;0
2260510227.avi;1;3;1;1;;1;1;0;1;1;;0;0;0
2260510228.avi;1;2;0;0;;0;0;0;0;1;;0;1;0
2260510229.avi;0;3;1;0;;1;0;0;1;1;;0;0;0
226051023.avi;0;3;1;0;;1;0;0;1;1;;0;0;0
2260510230.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2260510231.avi;0;3;1;0;;1;0;0;1;1;;0;0;0
2260510232.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2260510233.avi;0;3;1;0;;1;0;0;1;1;;0;0;0
2260510237.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2260510238.avi;1;3;1;0;;1;0;0;1;1;;0;0;0
2260510240.avi;0;3;3;0;;1;0;1;1;1;;0;0;0
2260510241.avi;0;3;1;0;;1;0;0;1;1;;0;0;0
2260510242.avi;0;3;2;0;;1;0;1;1;1;;0;0;0
2260510243.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2260510244.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2260510247.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2260510248.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
226051025.avi;0;3;1;0;;1;0;0;1;1;;0;0;0
2260510250.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
2260510252.avi;1;3;2;0;;1;0;1;1;1;;0;0;0
2260510253.avi;1;3;2;0;;1;0;1;1;1;;0;0;0
2260510254.avi;1;2;1;1;;1;1;0;1;0;;0;0;0
2260510257.avi;1;2;1;0;;1;0;0;1;0;;0;0;0
2260510258.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2260510259.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
226051026.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2260510260.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2260510262.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
2260510266.avi;1;3;0;0;;0;0;0;0;1;;0;1;0
2260510267.avi;0;3;0;1;;0;1;0;1;1;;0;0;0
226051027.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2260510270.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2260510271.avi;1;2;0;0;;0;0;0;0;1;;0;1;0
2260510272.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2260510276.avi;1;2;2;0;;1;0;1;1;0;;0;0;0
2260510277.avi;1;2;1;0;;1;0;0;1;0;;0;0;0
2260510278.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
240846010.avi;1;3;1;0;;1;0;0;1;1;;0;0;0
240846011.avi;0;3;1;0;;1;0;0;1;1;;0;0;0
2408460110.avi;1;3;1;0;;1;0;0;1;1;;0;0;0
2408460111.avi;1;2;1;1;;1;1;0;1;0;;0;0;0
2408460118.avi;2;1;1;1;;1;1;0;1;0;;1;0;0
240846012.avi;1;2;1;1;;1;1;0;1;0;;0;0;0
2408460120.avi;0;2;1;0;;1;0;0;1;0;;0;0;0
2408460123.avi;1;3;1;0;;1;0;0;1;1;;0;0;0
2408460125.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2408460126.avi;1;2;1;1;;1;1;0;1;0;;0;0;0
2408460127.avi;1;2;0;0;;0;0;0;0;1;;0;1;0
2408460129.avi;1;2;0;0;;0;0;0;0;1;;0;1;0
240846013.avi;1;2;0;0;;0;0;0;0;1;;0;1;0
2408460130.avi;3;2;1;1;;1;1;0;1;0;;0;0;0
2408460131.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
2408460132.avi;3;2;0;0;;0;0;0;0;1;;0;1;0
2408460133.avi;0;3;1;0;;1;0;0;1;1;;0;0;0
2408460134.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2408460135.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2408460137.avi;0;1;0;0;;0;0;0;0;1;;0;1;0
2408460139.avi;0;3;2;1;;1;1;1;1;1;;0;0;0
2408460143.avi;1;2;1;0;;1;0;0;1;0;;0;0;0
2408460145.avi;2;3;0;0;;0;0;0;0;1;;0;1;0
2408460146.avi;0;3;1;1;;1;1;0;1;1;;0;0;0
2408460148.avi;1;2;1;0;;1;0;0;1;0;;0;0;0
2408460149.avi;1;2;2;0;;1;0;1;1;0;;0;0;0
240846015.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
2408460150.avi;1;2;0;1;;0;1;0;1;0;;0;0;0
2408460151.avi;1;3;0;0;;0;0;0;0;1;;0;1;0
2408460152.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2408460154.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2408460155.avi;1;3;0;0;;0;0;0;0;1;;0;1;0
2408460156.avi;1;2;0;0;;0;0;0;0;1;;0;1;0
2408460158.avi;1;2;0;0;;0;0;0;0;1;;0;1;0
2408460159.avi;1;2;1;0;;1;0;0;1;0;;0;0;0
240846016.avi;1;2;1;1;;1;1;0;1;0;;0;0;0
2408460163.avi;1;2;1;1;;1;1;0;1;0;;0;0;0
2408460166.avi;1;2;1;0;;1;0;0;1;0;;0;0;0
240846017.avi;2;2;1;1;;1;1;0;1;0;;0;0;0
240846018.avi;1;2;1;0;;1;0;0;1;0;;0;0;0
240846019.avi;1;2;2;1;;1;1;1;1;0;;0;0;0
2408460211.avi;0;2;1;0;;1;0;0;1;0;;0;0;0
2408460212.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2408460213.avi;1;3;0;0;;0;0;0;0;1;;0;1;0
2408460215.avi;0;3;1;0;;1;0;0;1;1;;0;0;0
2408460217.avi;1;2;2;1;;1;1;1;1;0;;0;0;0
2408460219.avi;1;2;0;0;;0;0;0;0;1;;0;1;0
240846022.avi;1;2;1;1;;1;1;0;1;0;;0;0;0
2408460220.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2408460221.avi;1;3;1;1;;1;1;0;1;1;;0;0;0
2408460222.avi;1;2;0;0;;0;0;0;0;1;;0;1;0
2408460223.avi;2;2;1;1;;1;1;0;1;0;;0;0;0
2408460225.avi;1;3;0;0;;0;0;0;0;1;;0;1;0
2408460226.avi;1;2;0;0;;0;0;0;0;1;;0;1;0
2408460227.avi;1;3;1;0;;1;0;0;1;1;;0;0;0
2408460229.avi;1;2;1;0;;1;0;0;1;0;;0;0;0
240846023.avi;0;2;2;0;;1;0;1;1;0;;0;0;0
2408460234.avi;1;2;1;1;;1;1;0;1;0;;0;0;0
2408460236.avi;1;3;0;0;;0;0;0;0;1;;0;1;0
2408460237.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2408460238.avi;1;2;2;1;;1;1;1;1;0;;0;0;0
240846024.avi;2;2;0;0;;0;0;0;0;1;;0;1;0
2408460240.avi;2;2;1;1;;1;1;0;1;0;;0;0;0
2408460242.avi;0;3;1;0;;1;0;0;1;1;;0;0;0
2408460243.avi;1;3;1;1;;1;1;0;1;1;;0;0;0
2408460244.avi;1;2;1;1;;1;1;0;1;0;;0;0;0
2408460246.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2408460247.avi;1;3;1;1;;1;1;0;1;1;;0;0;0
2408460249.avi;1;3;0;0;;0;0;0;0;1;;0;1;0
2408460252.avi;1;3;1;1;;1;1;0;1;1;;0;0;0
2408460254.avi;1;2;0;0;;0;0;0;0;1;;0;1;0
2408460255.avi;1;3;1;1;;1;1;0;1;1;;0;0;0
2408460257.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2408460260.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
2408460261.avi;1;3;0;0;;0;0;0;0;1;;0;1;0
2408460265.avi;0;3;1;0;;1;0;0;1;1;;0;0;0
2408460266.avi;1;3;1;0;;1;0;0;1;1;;0;0;0
2408460268.avi;1;3;1;0;;1;0;0;1;1;;0;0;0
2408460269.avi;0;2;0;0;;0;0;0;0;1;;0;1;0
240846027.avi;1;2;1;1;;1;1;0;1;0;;0;0;0
2408460271.avi;0;2;1;0;;1;0;0;1;0;;0;0;0
2408460272.avi;1;2;1;0;;1;0;0;1;0;;0;0;0
2408460274.avi;1;2;1;1;;1;1;0;1;0;;0;0;0
2408460276.avi;0;3;1;0;;1;0;0;1;1;;0;0;0
2408460277.avi;1;3;0;1;;0;1;0;1;1;;0;0;0
2408460278.avi;1;2;0;0;;0;0;0;0;1;;0;1;0
240846028.avi;1;2;1;0;;1;0;0;1;0;;0;0;0
2408460280.avi;0;3;0;0;;0;0;0;0;1;;0;1;0
240846029.avi;0;2;1;0;;1;0;0;1;0;;0;0;0
24851011.mp4;0;2;0;0;;0;0;0;0;1;;0;1;0
248510111.mp4;1;3;0;0;;0;0;0;0;1;;0;1;0
248510112.mp4;0;3;1;0;;1;0;0;1;1;;0;0;0
248510114.mp4;1;2;1;0;;1;0;0;1;0;;0;0;0
248510116.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
248510117.mp4;0;3;1;0;;1;0;0;1;1;;0;0;0
248510118.mp4;0;2;2;0;;1;0;1;1;0;;0;0;0
248510119.mp4;1;3;0;0;;0;0;0;0;1;;0;1;0
248510120.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
248510125.mp4;1;3;0;0;;0;0;0;0;1;;0;1;0
248510127.mp4;0;2;1;0;;1;0;0;1;0;;0;0;0
248510128.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
248510129.mp4;0;3;1;0;;1;0;0;1;1;;0;0;0
24851013.mp4;1;3;0;0;;0;0;0;0;1;;0;1;0
248510131.mp4;1;2;0;0;;0;0;0;0;1;;0;1;0
248510136.mp4;0;3;1;0;;1;0;0;1;1;;0;0;0
248510137.mp4;0;3;0;1;;0;1;0;1;1;;0;0;0
24851014.mp4;1;2;0;0;;0;0;0;0;1;;0;1;0
248510142.mp4;1;2;1;0;;1;0;0;1;0;;0;0;0
248510147.mp4;0;3;1;0;;1;0;0;1;1;;0;0;0
248510148.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
24851015.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
248510150.mp4;1;3;0;0;;0;0;0;0;1;;0;1;0
248510151.mp4;1;3;1;1;;1;1;0;1;1;;0;0;0
248510153.mp4;0;2;0;0;;0;0;0;0;1;;0;1;0
248510155.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
248510156.mp4;0;2;1;0;;1;0;0;1;0;;0;0;0
248510157.mp4;0;2;0;0;;0;0;0;0;1;;0;1;0
248510160.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
248510161.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
248510163.mp4;0;2;0;0;;0;0;0;0;1;;0;1;0
248510164.mp4;1;3;1;0;;1;0;0;1;1;;0;0;0
248510167.mp4;1;3;1;0;;1;0;0;1;1;;0;0;0
248510170.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
24851018.mp4;1;3;0;0;;0;0;0;0;1;;0;1;0
24851019.mp4;0;3;1;0;;1;0;0;1;1;;0;0;0
248510211.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
248510212.mp4;0;3;1;0;;1;0;0;1;1;;0;0;0
248510213.mp4;1;2;0;0;;0;0;0;0;1;;0;1;0
248510214.mp4;0;2;1;0;;1;0;0;1;0;;0;0;0
248510215.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
248510216.mp4;0;3;1;2;;1;1;1;1;1;;0;0;0
24851022.mp4;1;3;2;0;;1;0;1;1;1;;0;0;0
248510220.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
248510223.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
248510225.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
248510227.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
248510229.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
248510230.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
248510232.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
248510233.mp4;0;3;1;0;;1;0;0;1;1;;0;0;0
248510235.mp4;1;3;1;0;;1;0;0;1;1;;0;0;0
248510236.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
24851024.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
248510241.mp4;0;3;2;0;;1;0;1;1;1;;0;0;0
248510242.mp4;0;3;2;1;;1;1;1;1;1;;0;0;0
248510245.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
248510246.mp4;0;3;1;0;;1;0;0;1;1;;0;0;0
248510248.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
248510249.mp4;0;3;1;0;;1;0;0;1;1;;0;0;0
248510250.mp4;1;2;0;1;;0;1;0;1;0;;0;0;0
248510251.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
248510253.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
248510255.mp4;0;3;1;0;;1;0;0;1;1;;0;0;0
248510256.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
248510259.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
24851026.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
248510260.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
248510262.mp4;0;3;2;0;;1;0;1;1;1;;0;0;0
248510264.mp4;0;2;3;0;;1;0;1;1;0;;0;0;0
248510265.mp4;0;3;2;0;;1;0;1;1;1;;0;0;0
248510267.mp4;0;3;1;1;;1;1;0;1;1;;0;0;0
248510268.mp4;1;3;1;0;;1;0;0;1;1;;0;0;0
24851027.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
248510271.mp4;0;3;1;0;;1;0;0;1;1;;0;0;0
248510272.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
248510273.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
248510276.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
248510278.mp4;0;2;0;0;;0;0;0;0;1;;0;1;0
24851028.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
2904280110.mp4;0;3;1;0;;1;0;0;1;1;;0;0;0
29042801110.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
29042801170.mp4;1;3;1;0;;1;0;0;1;1;;0;0;0
29042801180.mp4;1;2;1;0;;1;0;0;1;0;;0;0;0
2904280120.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
29042801220.mp4;1;2;1;1;;1;1;0;1;0;;0;0;0
29042801230.mp4;2;3;1;0;;1;0;0;1;1;;0;0;0
29042801250.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
29042801260.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
29042801290.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
29042801300.mp4;1;3;0;0;;0;0;0;0;1;;0;1;0
29042801320.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
29042801340.mp4;1;3;0;0;;0;0;0;0;1;;0;1;0
29042801350.mp4;1;3;0;0;;0;0;0;0;1;;0;1;0
29042801370.mp4;1;1;1;1;;1;1;0;1;0;;1;0;0
29042801390.mp4;2;3;1;1;;1;1;0;1;1;;0;0;0
2904280140.mp4;1;2;0;0;;0;0;0;0;1;;0;1;0
29042801440.mp4;1;2;1;1;;1;1;0;1;0;;0;0;0
29042801450.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
29042801470.mp4;2;3;2;1;;1;1;1;1;1;;0;0;0
29042801480.mp4;1;2;0;1;;0;1;0;1;0;;0;0;0
2904280150.mp4;1;3;1;0;;1;0;0;1;1;;0;0;0
29042801500.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
29042801550.mp4;2;2;0;1;;0;1;0;1;0;;0;0;0
29042801570.mp4;1;2;0;0;;0;0;0;0;1;;0;1;0
29042801580.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
2904280160.mp4;1;2;0;0;;0;0;0;0;1;;0;1;0
29042801600.mp4;1;3;0;0;;0;0;0;0;1;;0;1;0
29042801630.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
29042801640.mp4;1;3;0;0;;0;0;0;0;1;;0;1;0
29042801650.mp4;1;2;0;1;;0;1;0;1;0;;0;0;0
29042801680.mp4;1;2;0;1;;0;1;0;1;0;;0;0;0
29042801690.mp4;1;2;2;1;;1;1;1;1;0;;0;0;0
2904280170.mp4;1;2;0;0;;0;0;0;0;1;;0;1;0
29042801710.mp4;1;3;1;0;;1;0;0;1;1;;0;0;0
29042801740.mp4;1;3;1;1;;1;1;0;1;1;;0;0;0
29042801750.mp4;1;3;0;0;;0;0;0;0;1;;0;1;0
29042801770.mp4;2;3;1;0;;1;0;0;1;1;;0;0;0
29042801780.mp4;0;2;0;1;;0;1;0;1;0;;0;0;0
29042801790.mp4;0;2;3;0;;1;0;1;1;0;;0;0;0
2904280180.mp4;0;3;1;0;;1;0;0;1;1;;0;0;0
2904280190.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
29042802110.mp4;0;2;1;0;;1;0;0;1;0;;0;0;0
29042802140.mp4;1;2;1;0;;1;0;0;1;0;;0;0;0
29042802150.mp4;0;2;0;0;;0;0;0;0;1;;0;1;0
29042802180.mp4;0;3;1;1;;1;1;0;1;1;;0;0;0
29042802200.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
29042802220.mp4;0;3;1;0;;1;0;0;1;1;;0;0;0
29042802240.mp4;1;3;1;1;;1;1;0;1;1;;0;0;0
29042802260.mp4;1;3;1;1;;1;1;0;1;1;;0;0;0
29042802280.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
2904280230.mp4;1;3;1;1;;1;1;0;1;1;;0;0;0
29042802310.mp4;1;3;1;0;;1;0;0;1;1;;0;0;0
29042802320.mp4;1;3;0;0;;0;0;0;0;1;;0;1;0
29042802340.mp4;0;3;1;0;;1;0;0;1;1;;0;0;0
29042802350.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
29042802380.mp4;0;2;0;0;;0;0;0;0;1;;0;1;0
29042802390.mp4;0;2;0;0;;0;0;0;0;1;;0;1;0
29042802410.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
29042802420.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
29042802430.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
29042802440.mp4;1;3;0;0;;0;0;0;0;1;;0;1;0
29042802450.mp4;0;3;1;0;;1;0;0;1;1;;0;0;0
29042802460.mp4;0;3;1;0;;1;0;0;1;1;;0;0;0
29042802470.mp4;0;3;1;0;;1;0;0;1;1;;0;0;0
29042802480.mp4;1;3;0;0;;0;0;0;0;1;;0;1;0
2904280250.mp4;1;2;0;0;;0;0;0;0;1;;0;1;0
29042802500.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
29042802510.mp4;0;3;1;0;;1;0;0;1;1;;0;0;0
29042802520.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
29042802530.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
29042802560.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
29042802570.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
2904280260.mp4;2;1;1;1;;1;1;0;1;0;;1;0;0
29042802600.mp4;1;2;1;0;;1;0;0;1;0;;0;0;0
29042802640.mp4;1;3;0;0;;0;0;0;0;1;;0;1;0
29042802660.mp4;1;2;0;0;;0;0;0;0;1;;0;1;0
29042802670.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
29042802680.mp4;0;3;1;0;;1;0;0;1;1;;0;0;0
29042802690.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
2904280270.mp4;2;2;0;0;;0;0;0;0;1;;0;1;0
29042802700.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
29042802720.mp4;0;3;1;0;;1;0;0;1;1;;0;0;0
29042802740.mp4;1;3;0;0;;0;0;0;0;1;;0;1;0
29042802750.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
29042802760.mp4;1;3;2;0;;1;0;1;1;1;;0;0;0
29042802770.mp4;0;2;0;0;;0;0;0;0;1;;0;1;0
29042802790.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
2904280280.mp4;1;3;1;1;;1;1;0;1;1;;0;0;0
29042802800.mp4;1;3;0;0;;0;0;0;0;1;;0;1;0
29042802830.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
29042802860.mp4;0;3;2;0;;1;0;1;1;1;;0;0;0
2904280290.mp4;1;2;1;0;;1;0;0;1;0;;0;0;0
303830110.mp4;1;2;1;1;;1;1;0;1;0;;0;0;0
303830113.mp4;1;1;1;1;;1;1;0;1;0;;1;0;0
303830115.mp4;2;2;0;1;;0;1;0;1;0;;0;0;0
303830117.mp4;1;3;0;0;;0;0;0;0;1;;0;1;0
303830118.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
303830121.mp4;1;3;0;0;;0;0;0;0;1;;0;1;0
303830122.mp4;1;3;0;1;;0;1;0;1;1;;0;0;0
303830123.mp4;1;2;0;1;;0;1;0;1;0;;0;0;0
303830126.mp4;2;1;1;1;;1;1;0;1;0;;1;0;0
303830127.mp4;1;3;0;0;;0;0;0;0;1;;0;1;0
303830128.mp4;1;2;1;0;;1;0;0;1;0;;0;0;0
30383013.mp4;1;3;0;0;;0;0;0;0;1;;0;1;0
303830131.mp4;2;2;0;2;;0;1;1;1;0;;0;0;0
303830132.mp4;1;2;0;0;;0;0;0;0;1;;0;1;0
303830133.mp4;2;2;0;1;;0;1;0;1;0;;0;0;0
303830138.mp4;2;3;0;0;;0;0;0;0;1;;0;1;0
303830139.mp4;3;1;1;1;;1;1;0;1;0;;1;0;0
30383014.mp4;1;3;0;0;;0;0;0;0;1;;0;1;0
303830141.mp4;3;3;0;0;;0;0;0;0;1;;0;1;0
303830143.mp4;2;2;0;0;;0;0;0;0;1;;0;1;0
303830144.mp4;3;3;0;0;;0;0;0;0;1;;0;1;0
303830146.mp4;2;2;2;1;;1;1;1;1;0;;0;0;0
303830147.mp4;1;3;0;3;;0;1;1;1;1;;0;0;0
303830148.mp4;2;2;1;1;;1;1;0;1;0;;0;0;0
303830149.mp4;1;0;1;1;;1;1;0;1;0;;1;0;0
30383015.mp4;1;2;1;1;;1;1;0;1;0;;0;0;0
303830151.mp4;1;3;1;1;;1;1;0;1;1;;0;0;0
303830155.mp4;0;1;2;0;;1;0;1;1;0;;0;0;0
303830156.mp4;0;3;1;0;;1;0;0;1;1;;0;0;0
303830157.mp4;0;3;1;1;;1;1;0;1;1;;0;0;0
303830158.mp4;2;3;0;0;;0;0;0;0;1;;0;1;0
303830159.mp4;2;2;1;0;;1;0;0;1;0;;0;0;0
30383016.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
303830160.mp4;2;2;1;1;;1;1;0;1;0;;0;0;0
303830161.mp4;1;2;1;1;;1;1;0;1;0;;0;0;0
303830162.mp4;2;3;1;2;;1;1;1;1;1;;0;0;0
303830166.mp4;1;3;0;0;;0;0;0;0;1;;0;1;0
303830167.mp4;1;2;0;1;;0;1;0;1;0;;0;0;0
303830169.mp4;1;2;1;0;;1;0;0;1;0;;0;0;0
303830171.mp4;1;3;0;0;;0;0;0;0;1;;0;1;0
303830174.mp4;1;3;0;0;;0;0;0;0;1;;0;1;0
303830175.mp4;0;2;0;0;;0;0;0;0;1;;0;1;0
303830178.mp4;1;2;1;0;;1;0;0;1;0;;0;0;0
303830182.mp4;1;3;0;1;;0;1;0;1;1;;0;0;0
303830183.mp4;1;2;1;1;;1;1;0;1;0;;0;0;0
303830184.mp4;1;3;1;1;;1;1;0;1;1;;0;0;0
303830210.mp4;1;3;0;0;;0;0;0;0;1;;0;1;0
303830211.mp4;1;3;1;1;;1;1;0;1;1;;0;0;0
303830212.mp4;1;3;0;0;;0;0;0;0;1;;0;1;0
303830216.mp4;0;2;2;3;;1;1;1;1;0;;0;0;0
303830217.mp4;1;3;1;0;;1;0;0;1;1;;0;0;0
303830218.mp4;1;2;1;1;;1;1;0;1;0;;0;0;0
30383022.mp4;1;2;0;1;;0;1;0;1;0;;0;0;0
303830220.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
303830221.mp4;1;3;1;0;;1;0;0;1;1;;0;0;0
303830223.mp4;1;3;0;1;;0;1;0;1;1;;0;0;0
303830224.mp4;0;2;0;0;;0;0;0;0;1;;0;1;0
303830225.mp4;0;2;0;0;;0;0;0;0;1;;0;1;0
303830227.mp4;1;3;1;1;;1;1;0;1;1;;0;0;0
303830229.mp4;1;2;1;1;;1;1;0;1;0;;0;0;0
30383023.mp4;2;1;0;0;;0;0;0;0;1;;1;1;0
303830234.mp4;1;3;1;1;;1;1;0;1;1;;0;0;0
303830236.mp4;0;3;1;0;;1;0;0;1;1;;0;0;0
303830239.mp4;1;3;1;0;;1;0;0;1;1;;0;0;0
303830240.mp4;0;3;1;0;;1;0;0;1;1;;0;0;0
303830241.mp4;1;3;1;1;;1;1;0;1;1;;0;0;0
303830242.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
303830245.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
303830246.mp4;1;2;1;1;;1;1;0;1;0;;0;0;0
303830247.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
303830249.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
30383025.mp4;1;2;1;1;;1;1;0;1;0;;0;0;0
303830250.mp4;0;2;0;0;;0;0;0;0;1;;0;1;0
303830255.mp4;0;3;0;0;;0;0;0;0;1;;0;1;0
